datetime;cpu_usage
Sun Sep 19 2022 16:00:00 GMT+0300 (GMT+03:00);0.044087082527583955
Sun Sep 19 2022 17:00:00 GMT+0300 (GMT+03:00);0.044087082527583955
Sun Sep 19 2022 18:00:00 GMT+0300 (GMT+03:00);0.044087082527583955
Sun Sep 19 2022 19:00:00 GMT+0300 (GMT+03:00);0.044087082527583955
Sun Sep 19 2022 20:00:00 GMT+0300 (GMT+03:00);0.044087082527583955
Sun Sep 19 2022 21:00:00 GMT+0300 (GMT+03:00);0.034087082527583955
Sun Sep 19 2022 22:00:00 GMT+0300 (GMT+03:00);0.064087082527583955
Sun Sep 19 2022 23:00:00 GMT+0300 (GMT+03:00);0.044087082527583955
Mon Sep 20 2022 00:00:00 GMT+0300 (GMT+03:00);0.044087082527583955
Mon Sep 20 2022	01:00:00 GMT+0300 (GMT+03:00);0.044087082527583955
Mon Sep 20 2022 02:00:00 GMT+0300 (GMT+03:00);0.044087082527583955
Mon Sep 20 2022 03:00:00 GMT+0300 (GMT+03:00);0.042087082527583955
Mon Sep 20 2022 04:00:00 GMT+0300 (GMT+03:00);0.044087082527583955
Mon Sep 20 2022 05:00:00 GMT+0300 (GMT+03:00);0.044087082527583955
Mon Sep 20 2022 06:00:00 GMT+0300 (GMT+03:00);0.044087082527583955
Mon Sep 20 2022 07:00:00 GMT+0300 (GMT+03:00);0.044087082527583955
Mon Sep 20 2022 08:00:00 GMT+0300 (GMT+03:00);0.034087082527583955
Mon Sep 20 2022 09:00:00 GMT+0300 (GMT+03:00);0.044087082527583955
Mon Sep 20 2022 10:00:00 GMT+0300 (GMT+03:00);0.044087082527583955
Mon Sep 20 2022 11:00:00 GMT+0300 (GMT+03:00);0.044087082527583955
Mon Sep 20 2022 12:00:00 GMT+0300 (GMT+03:00);0.044087082527583955
Mon Sep 20 2022 13:00:00 GMT+0300 (GMT+03:00);0.044087082527583955
Mon Sep 20 2022 14:00:00 GMT+0300 (GMT+03:00);0.054087082527583955
Mon Sep 20 2022 15:00:00 GMT+0300 (GMT+03:00);0.044087082527583955
Mon Sep 20 2022 16:00:00 GMT+0300 (GMT+03:00);0.044087082527583955
Mon Sep 20 2022 17:00:00 GMT+0300 (GMT+03:00);0.044087082527583955
Mon Sep 20 2022 18:00:00 GMT+0300 (GMT+03:00);0.044087082527583955
Mon Sep 20 2022 19:00:00 GMT+0300 (GMT+03:00);0.044087082527583955
Mon Sep 20 2022 20:00:00 GMT+0300 (GMT+03:00);0.044087082527583955
Mon Sep 20 2022 21:00:00 GMT+0300 (GMT+03:00);0.034087082527583955
Mon Sep 20 2022 22:00:00 GMT+0300 (GMT+03:00);0.064087082527583955
Mon Sep 20 2022 23:00:00 GMT+0300 (GMT+03:00);0.044087082527583955
Tue Sep 21 2022 00:00:00 GMT+0300 (GMT+03:00);0.044087082527583955
Tue Sep 21 2022	01:00:00 GMT+0300 (GMT+03:00);0.044087082527583955
Tue Sep 21 2022 02:00:00 GMT+0300 (GMT+03:00);0.044087082527583955
Tue Sep 21 2022 03:00:00 GMT+0300 (GMT+03:00);0.044087082527583955
Tue Sep 21 2022 04:00:00 GMT+0300 (GMT+03:00);0.044087082527583955
Tue Sep 21 2022 05:00:00 GMT+0300 (GMT+03:00);0.044087082527583955
Tue Sep 21 2022 06:00:00 GMT+0300 (GMT+03:00);0.044087082527583955
Tue Sep 21 2022 07:00:00 GMT+0300 (GMT+03:00);0.044087082527583955
Tue Sep 21 2022 08:00:00 GMT+0300 (GMT+03:00);0.034087082527583955
Tue Sep 21 2022 09:00:00 GMT+0300 (GMT+03:00);0.044087082527583955
Tue Sep 21 2022 10:00:00 GMT+0300 (GMT+03:00);0.044087082527583955
Tue Sep 21 2022 11:00:00 GMT+0300 (GMT+03:00);0.041087082527583955
Tue Sep 21 2022 12:00:00 GMT+0300 (GMT+03:00);0.044087082527583955
Tue Sep 21 2022 13:00:00 GMT+0300 (GMT+03:00);0.044087082527583955
Tue Sep 21 2022 14:00:00 GMT+0300 (GMT+03:00);0.054087082527583955
Tue Sep 21 2022 15:00:00 GMT+0300 (GMT+03:00);0.044087082527583955
Tue Sep 21 2022 16:00:00 GMT+0300 (GMT+03:00);0.043087082527583955
Tue Sep 21 2022 17:00:00 GMT+0300 (GMT+03:00);0.044087082527583955
Tue Sep 21 2022 18:00:00 GMT+0300 (GMT+03:00);0.044087082527583955
Tue Sep 21 2022 19:00:00 GMT+0300 (GMT+03:00);0.044087082527583955
Tue Sep 21 2022 20:00:00 GMT+0300 (GMT+03:00);0.044087082527583955
Tue Sep 21 2022 21:00:00 GMT+0300 (GMT+03:00);0.034087082527583955
Tue Sep 21 2022 22:00:00 GMT+0300 (GMT+03:00);0.064087082527583955
Tue Sep 21 2022 23:00:00 GMT+0300 (GMT+03:00);0.044087082527583955
Wed Sep 22 2022 00:00:00 GMT+0300 (GMT+03:00);0.044087082527583955
Wed Sep 22 2022	01:00:00 GMT+0300 (GMT+03:00);0.041087082527583955
Wed Sep 22 2022 02:00:00 GMT+0300 (GMT+03:00);0.044087082527583955
Wed Sep 22 2022 03:00:00 GMT+0300 (GMT+03:00);0.042087082527583955
Wed Sep 22 2022 04:00:00 GMT+0300 (GMT+03:00);0.044087082527583955
Wed Sep 22 2022 05:00:00 GMT+0300 (GMT+03:00);0.044087082527583955
Wed Sep 22 2022 06:00:00 GMT+0300 (GMT+03:00);0.042087082527583955
Wed Sep 22 2022 07:00:00 GMT+0300 (GMT+03:00);0.044087082527583955
Wed Sep 22 2022 08:00:00 GMT+0300 (GMT+03:00);0.034087082527583955
Wed Sep 22 2022 09:00:00 GMT+0300 (GMT+03:00);0.044087082527583955
Wed Sep 22 2022 10:00:00 GMT+0300 (GMT+03:00);0.055087082527583955
Wed Sep 22 2022 11:00:00 GMT+0300 (GMT+03:00);0.044087082527583955
Wed Sep 22 2022 12:00:00 GMT+0300 (GMT+03:00);0.044087082527583955
Wed Sep 22 2022 13:00:00 GMT+0300 (GMT+03:00);0.044087082527583955
Wed Sep 22 2022 14:00:00 GMT+0300 (GMT+03:00);0.054087082527583955
Wed Sep 22 2022 15:00:00 GMT+0300 (GMT+03:00);0.044087082527583955
Wed Sep 22 2022 16:00:00 GMT+0300 (GMT+03:00);0.043087082527583955
Wed Sep 22 2022 17:00:00 GMT+0300 (GMT+03:00);0.044087082527583955
Wed Sep 22 2022 18:00:00 GMT+0300 (GMT+03:00);0.044087082527583955
Wed Sep 22 2022 19:00:00 GMT+0300 (GMT+03:00);0.054087082527583955
Wed Sep 22 2022 20:00:00 GMT+0300 (GMT+03:00);0.044087082527583955
Wed Sep 22 2022 21:00:00 GMT+0300 (GMT+03:00);0.034087082527583955
Wed Sep 22 2022 22:00:00 GMT+0300 (GMT+03:00);0.064087082527583955
Wed Sep 22 2022 23:00:00 GMT+0300 (GMT+03:00);0.044087082527583955
Thu Sep 23 2022 00:00:00 GMT+0300 (GMT+03:00);0.05665198505856096
Thu Sep 23 2022 01:00:00 GMT+0300 (GMT+03:00);0.04397566077680999
Thu Sep 23 2022 02:00:00 GMT+0300 (GMT+03:00);0.04359922215614158
Thu Sep 23 2022 03:00:00 GMT+0300 (GMT+03:00);0.04352699001190356
Thu Sep 23 2022 04:00:00 GMT+0300 (GMT+03:00);0.04435646143036948
Thu Sep 23 2022 05:00:00 GMT+0300 (GMT+03:00);0.05313764824143919
Thu Sep 23 2022 06:00:00 GMT+0300 (GMT+03:00);0.05793948606335712
Thu Sep 23 2022 07:00:00 GMT+0300 (GMT+03:00);0.04835982921707909
Thu Sep 23 2022 08:00:00 GMT+0300 (GMT+03:00);0.04902096850183119
Thu Sep 23 2022 09:00:00 GMT+0300 (GMT+03:00);0.04478052034314412
Thu Sep 23 2022 10:00:00 GMT+0300 (GMT+03:00);0.043838513333014105
Thu Sep 23 2022 11:00:00 GMT+0300 (GMT+03:00);0.05602428469651687
Thu Sep 23 2022 12:00:00 GMT+0300 (GMT+03:00);0.05075344468162964
Thu Sep 23 2022 13:00:00 GMT+0300 (GMT+03:00);0.04659343768409194
Thu Sep 23 2022 14:00:00 GMT+0300 (GMT+03:00);0.04704704217528666
Thu Sep 23 2022 15:00:00 GMT+0300 (GMT+03:00);0.05662930390092598
Thu Sep 23 2022 16:00:00 GMT+0300 (GMT+03:00);0.04643428802962362
Thu Sep 23 2022 17:00:00 GMT+0300 (GMT+03:00);0.05063320346124886
Thu Sep 23 2022 18:00:00 GMT+0300 (GMT+03:00);0.14909721542317938
Thu Sep 23 2022 19:00:00 GMT+0300 (GMT+03:00);0.148427386999828737
Thu Sep 23 2022 20:00:00 GMT+0300 (GMT+03:00);0.14986364082795462
Thu Sep 23 2022 21:00:00 GMT+0300 (GMT+03:00);0.107784738270242495
Thu Sep 23 2022 22:00:00 GMT+0300 (GMT+03:00);0.5707917261383652
Thu Sep 23 2022 23:00:00 GMT+0300 (GMT+03:00);0.046331076659197494
Fri Sep 24 2022 00:00:00 GMT+0300 (GMT+03:00);0.04894108648657696
Fri Sep 24 2022 01:00:00 GMT+0300 (GMT+03:00);0.04528861930652057
Fri Sep 24 2022 02:00:00 GMT+0300 (GMT+03:00);0.046697498749450075
Fri Sep 24 2022 03:00:00 GMT+0300 (GMT+03:00);0.045000267950171195
Fri Sep 24 2022 04:00:00 GMT+0300 (GMT+03:00);0.04510693780942044
Fri Sep 24 2022 05:00:00 GMT+0300 (GMT+03:00);0.04494595341681915
Fri Sep 24 2022 06:00:00 GMT+0300 (GMT+03:00);0.06272963610775249
Fri Sep 24 2022 07:00:00 GMT+0300 (GMT+03:00);0.060353832692813345
